,Source,Target,Predicted
440,"Subject: preferred avocadoit tradeshow attire|||Debbie: I have received multiple e-mails prior to the information packet going out for each tradeshow, requesting the dress code. As it stands the preferred dress code is: The blue or denim long sleeve AvocadoIT shirt, khakis (skirt or pants) & a brown belt / shoes. Please see me with questions. Thanks, dbm Debbie|||Barry: Anyone in the booth needs to be wearing the blue shirt, not the denim shirt.|||Philip: I only have the denim shirt. Please fedex the appropriate shirt to: Philip|||Mary: We need to talk about swag and shirts on Monday - want to do something a little more elegant so that we leverage happy people...","Debbie responding to multiple e-mails from employees about the dress code for an upcoming trade show. The dress code consists of blue or denim long sleeve AvacadoIT shirts, khaki skirts or pants & a brown belt / shoes. She says to see her if you have any further questions. Barry adds that anyone in the booth needs to be wearing a specific shirt. Phillip does not have a blue AvacadoIT shirt to wear to the trade show and requests one be sent to him via FedEx mail. Mary adds that more elegant attire should be used to get people's attention.","Debbie mentions that people are requesting the dress code for the upcoming tradeshow. She notes that the dress code will be the blue long sleeve avocadoIT shirt, khakis, and brown belt/shoes. Barry corrects Debbie by saying that the blue shirt is required as opposed to the denim shirt. Philip asks to have a shirt fedex to him, as he only has a denim one. Mary suggests discussing swag and changing the dress code on Monday."
441,"Subject: pcia event - more questions|||Toni: Hi Marilisa, Forgot to ask you about seeing if we can add Partner logo's to the Blue's Brothers Top Hats and Sunglasses?  Have you gotten a quote on those yet?  Assuming that we're expecting 250 in attendance.. we might want to order 300 of each? Can we start checking into this? Toni|||Marilisa: I have a call and email into the House of Blues to find out how we go about doing this and how much it will cost. Marilisa|||Toni: Thank you! Keep me informed.. I wonder if they have a banner limit of how many we can hang in the Foundation room.. I'm not sure how many partners we're going to get to sponsor the evening event.  If only a few.. we can ask them to provide a sign and hang it or.. better yet.. to be consistent.. we should just get their logo and include with all on two banners  we can hang.  What do you think? T|||Marilisa: I would think of being consistent and just getting their logos and we take care of the banners would be the best way to go. I can take care of getting the banners made. marilisa|||Toni: Thank you thank you! You're awesome!","Toni wants to know if Marilisa is taking care of the order for the Blue's Brothers gear they have ordered for an event in the Foundation Room with 250 attendees expected. They want to add logos to the gear and banners for the event and need information about hanging banners for the event. Marilisa says they have contacted the House of Blues about the gear, and will order the banners that they think should be consistent with logo appearance. Toni is grateful to Marilisa.","Toni wants to know if they can add partner logos to the Brothers Top Hats and Sunglasses, and inquires about the price of each for 300 people. Marilisa says she is getting a call and email from the House of Blues, and she wonders if they have a banner limit. Toni recommends that they get the logos instead of putting items on the someone else's banner. Toni thanks Marilisa."
442,"Subject: library content|||Jaime: Barry Below are the introductory content and the collateral that I have scheduled to put onto the library page. Please review to confirm that you agree with the information provided and there should be no additions or deletions. thak you. jaime|||Barry: The current site has: Backgrounder Fact Sheet Statistics Fact sheet points back to a copy of ""Company"" We need to define the two fact sheets that you have discussed below.|||Jaime: Jessica; I will have some edits coming your way this morning. I am trying to prioritize them into things that you can do most easily and quickly. And HTML edits that i can do once the site is in my hands. Below is the content for the Welcome to AvocadoIT's library of product, company, and industry information. All the documents listed below are in PDF format and require the Acrobat PDF Viewer from Adobe. *	Product Fact Sheet *	Company Fact Sheet *	AvocadoIT White Paper *	Shosteck White Paper *	Facts About the Post PC Era *	AvocadoIT Services Brochure Click here to get a copy of AvocadoIT's New Services Technical Datasheet. (This will launch a new window with a new version of the ""Get Mobilized"" contact form. But the head line at the top reads: Yes, I'm interested in receiving  a copy of AvocadoIT's New Services Technical Datasheet! And in the comments box below put: Please send me a copy of AvocadoIT's Services Technical Datasheeta Jaime","Jaime is asking Barry for feedback about the library page they are revamping. Barry tells them about one glitch on the page, and Jaime responds with the updated version that they will make with HTML once they are in control of the page. Jaime will include fact sheets, white papers, a service brochure, and a link for contacting and downloading the fact sheet.","Jaime copies Barry on emails that contain introductory content and collateral for the library page for confirmation of information, and no additions or deletions? Barry states the current site has a background fact sheet, and as for Jaime, he must define the two below fact sheets he is discussing. Jaime forwards an email to Jessica stating he is sending in some edits in this morning and is prioritizing them into easier things. He's asking to get edits done within the site and includes content for AvocadoIT library in pdf format for her convenience."
443,"Subject: is anybody connected to s2 (sales_demo2, s2.avocadoit.net) via pcanywhere?|||Ricardo: I need to make a change in the configuration for a demonstration. So please relesease the connection and let me know. I'll let you know as soon as I am done.|||Hung: Richardo, I was upgrading the server to SP4.  Let us know any problems and I will revert the changes. Hung|||Hung: I have re-started the emas.  Hope the new changes took place. Hung|||Ricardo: Hung, Thanks for taking care of this. It seems to be working fine. Ricardo","Ricardo is making changes for his demonstration after San releases the connection. Hung was upgrading the server and restarting emas, and feared it messed with Ricardo's changes, but Ricardo confirmed it was working properly.",Ricardo asks to release the connection to make a change in the configuration and to reconnect then. Hung says he was upgrading the server and tells to let him know about any problem. Hung says he restarted the emas. Ricardo says everything is working fine now and thanks Hung for his work.
444,"Subject: rel 2.6 project plan as on feb 5|||Om: It does not include Doc estimates Om|||Ruth: Om, The plan should include the review dates that I gave you on friday. The engineers need to know when to expect the information.The team will get back with estimates for how long each project will take them. Ruth|||Om: Ruth, When will you be able to give estimates, I thougt I will make final plan based on your inputs. Om|||Ruth: My team are currently working on getting their final estimates for the effort required by them for each feature. This will not change the dates that I gave you for reviewing the documentation. The Engineers should know these dates as early as possible. They need to be added to the project schedule so that they can build their time into the schedule. Ruth","om an R&D are missing the estimates, and Ruth advises that her team will get back to them with estimates. She says that the engineers needs the dates included for reviewing the documentation as soon as possible so they can schedule the projects in. Om asks Ruth when the estimates will be done and that her input will determine the plan. Ruth says that her team is working on them based off effort required to finish them.","Om notes that a proejct plan 2.6 omits doc estimates. Ruth says that project plans should include dates estimate and team estimates for completion and etc. Om wants to know when estimates will be avialiable and says that the final plan will be made on Ruth's estimate. Ruth says estimates are being worked on and that dates shouldn't change, and engineers need estimates early."
445,"Subject: special configurations needed|||Howard: HelpDesk, I know the standard configuration for a new PC is NT with Service Pack 5 and IE 5.5. I need to verify that the AvocadoIT Installation checks for service pack version and installed IE version, so I need a machine that has Service Pack 4 (or earlier).  Similarly, I need a machine that has IE 5.0 (or earlier). Is there anything you can do to help me with this? -Howard|||Howard: Calvin, Actually, rather than purchase another machine, I was hoping that there was a machine already set up like this.  It isn't worth purchasing another machine for this simple test. If you can provide me with a Windows NT 4.0 CD, I can install it on one of the test computers and ghost that image so I can use it into the future as well. -Howard|||Calvin: You will still need to contact Andrew for the machines.  He knows what is in inventory for new or used hardware.  We are unable to touch any machine until he is aware where it is going.  Thanks! Calvin|||Howard: Actually, if you can supply me with a Windows NT 4.0 CD (and possibly some help if I have difficulties), I already have the computer that I can use. In this case, we don't need any hardware. -Howard","Howard needs to verify that Service Pack and IE versions are checked by AvocadoIT Installations. He wants to know if they could provide a machine that has Service Pack 4 and IE 5.0, so he doesn't have to purchase a new machine for this. Calvin tells him that he will have to check with  Andrew because he knows what they do and don't have in their inventory, and that they have to check with him before taking anything. Howard says he can actually provide his own computer, but is asking if they can get him a Windows NT 4.0 CD.","Howard emails the Help Desk to ask about getting a older version of IE and needs a machine with an earlier than Service Pack 5 on the machine. Howard follows up to Calvin to discuss not purchasing a machine, but setting up and making a image of a test computer. Calvin responds to Howard and Calvin about contacting Andrew for hardware and they are unable tot ouch any machines. Howard responds to Calvin about them providing windows NT 4.0 CD and help support if needed."
446,"Subject: new partner?|||Shawn: David and Helen, I met with a company by the name of Infobrella a month or two ago and they appear to have a very unique and compelling solution. They would like to do a mutual referral agreement with us. No integration efforts or engineering resources required. They said that they have relationships with two of the largest carriers in Canada and they will be more than happy to introduce us and our solution into these accounts. I informed them that we are focused on the enterprise and we are only interested in significant partners who can deliver significant customers. I also told them that we have tight restrictions on how many more partners we can engage with and that any new partner require VP approval. Please review the attached info. from them and let me know how you would like to proceed.|||Helen: toni can you please qualify and shoot through the affiliate program if it makes sense? Thanks Helen|||Toni: Yes.. but might not be until Monday of next week.|||Shawn: Thanks Helen! The Sun meetings went great today! I will write up a full summary and get sales involved when I return. Shawn","Shawn tells Helen, David, and Toni that Infobrella is wanting to do a mutual referral agreement with them. He gives them details on how he let the company know exactly how they're wanting to do business. Shawn is asking them how they would like to proceed. Helen asks Toni to check into their qualifications and run it through the affiliate program. Toni says he will do it but not until Monday. Shawn thanks Helen and lets her know The Sun meetings went well. He also says that he will write a summary and sales whenever he returns.",Shawn says a company by the name of Infobrella wants to do a mutual referral agreement with them. Helen asks Toni to quality and send the affiliate program if it's a good fit. Toni says she will get her the program early next week.
447,"Subject: rim device|||Betty: David, I would like to have the RIM device 957. I think it is a more enterprise type of solution vs. the Palm VII, and since our SI partner only deal with Enterprise type customers, I think it would be more relevant to have this type of device. Personally, I would prefer some type of Windows CE/Poceket PC deivce, but since AvocadoIT does not yet support this type of protocol yet. I'll settle for a  RIM one. What are the next steps that I need to requisition one and have it be my main device? I have run this by Amit, and he is OK with me getting one. Regards, Betty|||David: You will be getting a RIM 957, but it'll take a few weeks. We're looking at buying upwards of 30 devices, and the Exchanage Server software to go with them. There's a three week backorder on the 957's, and I need IT to sign off on the software, as it will require their support. Thanks for your patience, David|||Bithi: Hi David, Did you give the RIM device to Ryan in lieu of the one you had taken yesterday? Bithi|||David: Yes, I put it on his desk.","Betty wants a RIM device 957 and explains why it's better than the Palm VII. She says she'd actually prefer a Windows CE/Poceket but knows AvocadoIT doesn't support that yet. She asks David what she needs to do in order to get the 957. David says that she will be getting a RIM device 957 in a few weeks. They will be ordering 30 of them, in addition to the software that goes with them, but there is a 3 week backorder. He also says he will need support from IT whenever they do arrive.","Betty is asking David for the RIM device 957 instead of the Palm. David says it will take a few weeks, new devices are backordered and recognizes the need for some software, that David will have to sign off on. Bithi is checking if he gave the RIM device to Ryan. David is saying he put the device on Ryan's desk."
448,"Subject: jsp update|||Carlos: Ricardo, did you get that JSP to work? I think there are some problems with the JSP code. Can you call him and ask him to call me? The problems are with the .inc files. Carlos|||Ricardo: Carlos, Since you got it working on the Java Web Server, I didn't try to get it to work on Resin. Rayhan is the point of contact for this customer. Rayhan: Can you call Vinay and get this taken care of? Thanks, Ricardo|||Rayhan: I will, I have to call him this afternoon, but I will try and see if he is there now. rayhan|||Carlos: It is only working partially. I need to talk to the customer.","Carlos asks Ricardo if the JSP is working because he thinks there are problems with the code. Ricardo says since Carlos got it working on the Java Web Server, he didn't try and get it working on Resin. He asks Rayhan to call Vinay to get it situated. Rayhan says he will call and see if he's there since he was going to be calling Vinay this afternoon anyway. Carlos mentions the JSP is only partially working.",Carlos asks Ricardo if he was able to get JSP working because he attributes the problem as being an issue with the .inc files. Ricardo says that Rayhan should be in charge of the situation. Rayhan says he will call Vinay in the afternoon. Carlos says the issue is only partially resolved so he still needs to talk to Vinay.
449,"Subject: info on portal to go and brience|||Rene: Ron, Would you by chance have a paper which positions us against Brience and Portal to go from a competitive perspective ? I would like to use this for an opportunity to get into Siemens and Infineon with KPMG. Thks Bud. René|||Ron: This is a draft; I'll get you more next week; what's your timing Ron|||Rene: Ron - many thanks. Very useful. Timing next two are fine for me. Best. René",Rene wants a paper from Ron about Brience and Portal because she wants to get into Siemens and Infieon with KPMG. Ron says he'll do it next week. Rene is fine with that.,Rene asks Ron if he has any information on the competitive relationship with Brience and Portal to go that he can use for his meeting coming up. Ron says he has a draft and will send more next week. He asks about Rene's timing. Rene thanks Ron and says any timing in the next two weeks is good.
450,"Subject: live status report|||Ricardo: Dan, I have placed a ""live"" version of my status report on the following location. HTTP://LINK I think this might be useful to help me prioritize work in progress or request help from other SEs. Ricardo|||Dan: This is very good, but I'd rather get this by email with all the others. Also, is this URL accessible from outside ??? Hope not.|||Ricardo: Dan, The intent is to let you know what I am currently working on so that if you feel some items need to be re-prioritized you can let me know before it is too late. Also if there are other sales engineers that might not be as busy you can take some of the items I have scheduled to work on and assign them to them. Right now the information is accessible from outside, if the URL is known. If you like the idea I can post it in a intranet server not accessible from the outside. Ricardo|||Dan: ok, but I'll probably just call/email you in this case.",Ricardo sends Dan a link to his status report as he is updating it. Dan would rather have it when it's finished. Ricardo says he was just sending a link to his live writing of it so Dan could give feedback so the report can be more useful. Dan says he'll call.,"Ricardo provides a url link to the completion of a project that other SE's can use to arrange their priorities, or to work further. Ricardo asks Dan if they should disseminate this information internally, or to make it available only to select people. Dan says that they should probably keep the project public, but notes that if the information becomes a burden to Ricardo, then they should change how it is accessed. This might entail making the project available to a select group of people."
451,Subject: moviefone.com movie josie and the pussycats|||Debbie: Here is the link to the movie we are going to see. Jaime and I decided we should see the 7:25.at the mercado.'kay? what about dinner?.. xo - dbm|||Ron: I think I'm going to have to pass :-(|||Jaime: sorry ))-;,"Debbie sent and email asking if Marilisa, Ron, Ryan, and Jaime are going to meet at the movies for a 7.25 showing. Ron cannot go.","Debbie sends a link to a proposed movie to see to Ron, Joel, Erly, Jamie. She asks when dinner will take place as well. Ron and Jamie don't think they can/want to make it to the movie."
452,"Subject: release 3.0 testing onm etrade.|||Rajeev: Howard, Prasad, Shiva will be helping us test the 3.0 Release on all the Etrade applications - HDML, WML (RIM) and PALM. He will come in tommorow at 11:00AM and needs a build that he should use. Prasad can you point him to the build that he can use. It would be best if we can give him a build that has bugs 4260, 4261,4269 fixed. I have told Shiva, that if he has any problems he should contact Howard. Thanks Rajeev|||Shiva: Hi Rajeev, I have tested the E*Trade WML (Phone) & RIM applications and they seem to be running fine on the build 3.0.038, except for the bug 4269 which is persisting. Thanks, Shiva|||Om: Prasad, As per Roopak it was fixed yesterday and should have been in today's build?|||Rajeev: Shiva, Thank you so much. Did you go through all the screens in the panels and tested then from the UI perspective. By what time will you be able to test the Palm application? Thanks Shiva for your help and time Rajeev|||Roopak: Yes thats correct.  I looked into that again and its working for me. Shiva, you are trying with RIM emulator ? The RIM application gives some problem on the WML simulator with the table tags that are in AML around softkeys, also the packet size with RIM is different. Can you please verify with RIM emulator if you havent done that yet. Thanks Roopak|||Shiva: Hi Roopak, Yes, I tried with RIM emulator. The problem is repeating. This is the URL for RIM HTTP://LINK , Please try with your emulator. Thanks, Shiva|||Rajeev: Can you give the class to Shiva to verify your fix.","E-Trade software is being update to version 3.0, the WML (phone) and RIM applications seem to contain a bug. Roopak says it has been fixed on his end. However Shiva is saying the problem is repeating in a RIM emulator. Rajeev is trying to get it fixed with Roopak and Shiva.","AvocadoIT is preparing a 3.0 Release. Eir applications will be running on Etrade phones. Rajeev is managing the testing by the outside contractor of the Etrade applications, which Rajeev, Eir internal resource Shiva, and associates Prasad and Howard test in depth ahead of time to avoid wasting the contractor's time on failures. Shiva is testing the test 3.0 build today on Etrade on Etrade real and emulated phones. Shiva is getting some errors doing this build, and they want to fix all the bugs in today's release by tomorrow'."
453,"Subject: website changes that require modifications|||Darshan: We had discussed this before and I had passed on some of the basic info to Trish/Helen, but since GoAmerica is an important partner/customer, I wanted to follow-up and see if you may now have or can get a list of website changes that require modifications to our apps. Helen, did you already send GoAmerica the information I gave before? * Avoid making structural changes to the website pages (keep ""Form"" and ""Table"" structures stable).  Everything is very dependent on what information is actually mobilized.  Example:  If we mobilize a form within the website page, it will be resilient to changes outside of the form, but changes to the structure of the form can cause problems. Thanks. Darshan|||Helen: I never got any information.  Please send me the final completed info and I can send it out.  Who should I send it to?|||Trish: You need to send to Jon their Project Manager.|||Darshan: The information from before is only this one paragraph: * Avoid making structural changes to the website pages (keep ""Form"" and ""Table"" structures stable).  Everything is very dependent on what information is actually mobilized.  Example:  If we mobilize a form within the website page, it will be resilient to changes outside of the form, but changes to the structure of the form can cause problems. Ajay will send you another message later today with some more detail.  It will cover some information about why it's difficult to accurately provide this specific type of information. Also, The GoAmerica contact person is Neal (see attached file).  This person was provided by Trish.  I have never spoken with anyone from GoAmerica.|||Helen: ok sounds good.  Once you send me all the information I will take care of this.|||Trish: There should be more.  Jon's phone number is PHONENUMBER x3007, email USERNAME@DOMAIN.COM","Darshan reaches out to everyone regarding their important client, GoAmerica, and to confirm if they sent info to the client. Helen says she never received any info but if they resend to her, she can send it out. Darshan confirms the info that needs to be sent out and the contact person for the client. Helen confirms she will handle this. Trish chimes in with info on contact people.",Darshan contacts people about information sent to goAmerica about website changes requiring modifications. Helen and Trish want information for goAmerica sent directly to them. Darshan gives a paragraph of information and says that Ajay will be providing more. Helen says that more information is still needed. Trish gives Jon's phone number and username.
454,"Subject: my schedule over the next few weeks|||David: Amy: Here's my schedule for the next few weeks. It's important that you know because I know that there are several meetings coming up which I've been invited to but cannot attend due to previously planned events (some planned a long time ago).  If I need to send alternates, please let me know.  Thanks. Feb 8/9 - NY- very important meeting with Cap Gemini E&Y.  Meeting with the top FSI person and presenting to|||Amy: David, Thanks for the update.  Could you please send an e-staff representative for you on 2/12 and 19.  If you let me know who, I can update them w/new time if it gets moved.  I am also moving the Solutions Sales Training.  Will update your calendar as soon as I have the new time. Thanks, Amy|||David: Are you available both days to represent me? David|||Helen: I am free both days. Please let me know time and what I need to do.|||David: Fyi ... Thx. David",David notifies Amy that because of prior engagements he won't be able to attend every meeting. Amy thanks David for letting her know and ask if he can send someone else in his place. David asks Helen if she is available on the two days he won't be able to attend. Helen accepts Davids request. David Forwards  him and Helen's  message to Amy.,"David sends his upcoming work schedule to partners and asks to be informed what meetings require alternates. Amy request David to send someone in his place for two days, because the times may change. Helen says she can be sent as an alternate. David tells Helen that they are available both days. David informs the group of Helen's availability."
455,"Subject: running mpharma|||Geoff: Sharon - mPharma has been checked in with the rest of Siebel Tools, and should show up in tomorrow's installer.  To get it to work: cd {AvocadoIT}/applframe Verify that build.properties has right settings for applframe.connect and applframe.dburl build.bat mPharma install.bat mPharma Run OCA and OSA and enjoy. Of course, this has never been tried from the installer and is likely to not work, so I've attached a zip of my local mPharma.  You can run a test copy of OCA and OSA out of PATH/bin A third way to test is to connect directly to the CVS project.  Let me know if that is what you would prefer.|||Sharon: thanks Geoff - we'll check it out tomorrow - and try the installer version first. thanks,s haron|||Sharon: Hi Sreeni - let's try this out tomorrow - also let's take a pass at putting together the integration test plan. thank,s haron|||Sharon: here's instructions - ignore the zip, it's old and the current mpharma is part of the regular installer now. so you need to do the: build mpharma install mpharma runoca (from the runtime mpharma bin) runosa (runtime mpharma/bin",Geoff gives detailed instructions on how to get the mPharma installer to work and asks for feedback.  Sharon lets him know that she will try it out tomorrow.  Sharon and Sreeni plan to test it together and to examine an integration test plan.  Sharon gives Ravi specific instructions on building and installing mphrama.,Geoff gives instructions for using mPharma and offers a zip of his local mPharma. Sharon and Sreeni both thank Geoff and say they will try the instructions tomorrow. Shannon also says they will put together a test plan.
456,"Subject: marc salzman|||Peter: Chris - were you able to make plans to hook up with Marc? Peter|||Christopher: As we discussed, I will set something up with him next Tuesday.  Shoot me his resume again when you can since I lost my in box. Chris|||Christopher: Peter: Marc and I spoke this morning.  We are going to get together next Tuesday at 12PM in NY. I will give you the feedback after our conversation. Thank you and have a great day! Chris Christopher|||Peter: Thanks I'm at fidelity and on con call most of today|||Dan: Peter, Thanx for the feedback on Marc - I thought we cleared this up and sounds like he still has higher goals that an SE on the stree. So I'll contact him again and make a decision soon. Thanx, Dan.","Peter asks Christopher if he was able to set up a meeting with Marc.  Christopher responds that he's setting up a meeting next week and asks him to re-send Marc's resume.  Peter indicates that he is out of the office today.  Dan thanks Peter for giving him feedback about Marc, and expresses concern that Marc's goals are still higher than they would like.  Dan indicates that he will contact Marc again to resolve this issue.","Peter wonders if Christopher has made arrangements to meet Marc. Christopher reiterates he will do so next Tuesday at Chris' request and will give feedback after the meeting. Peter thanks Christopher. Dan taps Peter and questions his feedback, he says Marc has aspirations of being an account executive which do not match Dan's understanding of their agreement. Dan claims he will contact Marc and then make a decision."
457,"Subject: server.ini production|||Tony: Mahesh, Can you take a look at the config file to see what parameters need to change? thanks, -tony|||Mahesh: What is the machine, OS, memory available? ( I assume it is Solaris) The foll. parameters should be changed MINIMUM_FREE_MEMORY should be increased. 32 is too low. Depends on the memory allocated to the JVM. DEBUG_LEVEL=""NO_DEBUG"" TESTSERVLET=""false""|||Tony: 4gb ram and 4 cpus solaris|||Mahesh: How much max memory are you planning to allocate each EMAS instance. Probably 900 - 1GB . MINIMUM_FREE_MEMORY=""200"" . DEBUG_LEVEL=""NO_DEBUG"" TESTSERVLET=""false"" Otherwise, seems ok. Thanks, Mahesh|||Tony: We have total 4 gb, if we just run one emas, can we allocate all 4 gb to one emas?|||Mahesh: No, Max memory that a JVM can use is about 1.2 GB. I would recommend running atleast 2 EMAS instances. Even in that case you can use a max od 2*1.2 = 2.4 GB. Mahesh|||Tony: The emas script is already configured 1gb. I will make the following changes to the server.ini and restart the server. MINIMUM_FREE_MEMORY=""200"" . DEBUG_LEVEL=""NO_DEBUG"" TESTSERVLET=""false"" Steve, I will keep statistics_level to medium since this is not production yet, correct? I will change it to high if it is a production server. Thanks Mahesh,","Tony asks Mahesh to examine the parameters of the config file.  Mahesh responds and lets him know which parameters he would change, and requests additional information about the OS memory and machine memory.  Tony responds with information about the memory.  Mahesh advises him on the recommended specs for the max memory.  Tony informs Mahesh and Steve that the emas script is configured.  Tony shares several additional changes he is going to make and asks for Steve's approval.","Tony asks Mahesh if they can find the parameters that need to be changed and Mahesh asks for more information about the system. Tony list some system details and Mahesh gives the parameters that need to be changed and asks another question. To answer Mahesh's question, Tony gives more details about the memory. Mahesh makes a recommendation about running the system and Tony tells Mahesh that they will make the changes and restart the system."
458,"Subject: please read!! black e*trade logo for wsj ad|||Barry: Hi Wendy, The first ad runs today in the WSJ.  We will get you a schedule and the final pdfs as soon as we can catch our breath. One other issue with critical timelines.  The ad for the stock islands in the USA today will not work with the mutually agreed on text due to the small size of the ad (4.5 in x 5.5 in).  We need to shorten the text.  The agency has taken a cut at this. I already responded back with one change that is not incorporated in the enclosed pdf:  I asked them to leave it ""...taking them wireless at high speed..."" instead of in weeks. Here is the hard part, we need to have this signed off by 10am Pacific time.  Can we do it?  I will leave you a voice mail alerting you to this E-mail. We apologize for such short notice, but the ad just did not look right with all that text. Thanks, Barry|||Mary: Great message but I know this is not likely to happen.  Hmmm.  Hey - heads up.  Letft the baby phone in the car last night (Joe's driver, would normally take taxi which makes this a good thing) but won't have it until noonish here.  callme at home PHONENUMBER if you need anything.  Mary|||Barry: Sorry Wendy.  We can give you a pretty firm projection, but it might change as new ads come on board. Marilisa, can you please provide Wendy with a projection of when the E*TRADE ad will run. FYI--we are also introducing Alaska Airlines into the mix. Thanks, Barry|||Barry: Hi Wendy, First, thanks for your flexibility on all this.  We are getting great response. We are still working out the schedule.  As we bring on another couple of creative executions, the schedule will change to try to get a good rotation. Marilisa will send you the schedule.  We will overlay the rotation in the next couple of days and forward that over to you also. I would like to modify the E*TRADE ad a bit, but want to first get a rotation in place. We will allow for plenty of time for approval. Thanks, Barry|||Barry: Hi Wendy, My apologies.  I am not trying to push you off at all. Here is what has run so far.  We met last night to work on the rotation.  I will have an updated sheet on Monday. Obviously, this should be treated as confidential. Marilisa, can you please make sure we get a copy of the updated sheet to Wendy? Thanks, Barry|||Barry: Marilisa, I need you to get involved with this. You can see what I sent off to her.  We just need to make sure we get the spreadsheet from Chris, take out the ads from the other companies, the non-needed columns, and send to Wendy. Make sure and let her know that this will change and we will keep her updated. Thanks, Barry",Barry tells the group that the ad will run in the WSJ.  He mentions several time-sensitive changes that need to be made and requests a signature by 10 a.m.  Mary lets him know that this probably cannot happen.  Barry asks Marilisa to let Wendy know when the E*trades ad will run and announces the Alaska Airlines will be included too.  Barry lets Wendy know that the schedule for the ad is still being adjusted and says he wants to make some changes to the E*trades ad.  Barry asks Marilisa to get involved with the project.,Barry sends an email about an ad that is being run in WSJ and the ads meaning and integration with texts. Mary replies with skepticism and a note about a baby phone. Barry sends an email to Wendy regarding a timeline projection and a general progress update. Barry follows up by giving Wendy more information on the ads and the current state of change. Barry sends another email to Wendy giving them the information of Marilisa and ask them to compile a spreadsheet.
459,"Subject: ramon - in the office tomorrow at 10am|||Betty: All: I just spoke with Ramon from CGEY briefly. He and I will be meeting at 10am tomorrow, but he wanted to know if he could meet with Sales afterwards. Will you be in the office say around 10:45 or so to meet with Ramon? Thx, Betty|||Betty: I say on the printer that you are looking at Novellus? I think CGEY has an in here - also they have a potential client thinking ERP in Modesto - is this your territory? We may have an in into Adobe as well - let me know your thoughts and desire to talk about these specifically. Thx|||Mike: Our mtg ends around 10. I'm thinking we can be back to SJ by 10:45. Count me in. Mike|||Don: Would be good for you to connect with Ramon|||Betty: Yes Mike will be there - as well as Meshele, not sure about Kelsey|||Betty: OK - or you and I can meet say around 10:30 - and then you can chat with Mike when he gets in? either way - I will free up time...let me know.","Betty informs the group about a meeting tomorrow with Ramon and the sales group.  Betty asks Meshele about several leads with Adobe and Novellus and asks for her input.  Don, Mike, Betty, and Ramon discuss who specifically will be attending tomorrow's meeting.  Betty tries to coordinate with Ramon on the timing for tomorrow's meeting, and mentions the possibility of them meeting alone.",Betty plans to meet with Ramon and asks if others will be around. Betty tells Mike she saw something about Novellus and asks about their prospect. Mike shares their availability. Don says it would be good for Mike to meet Ramon. Betty lists meeting attendees. Betty suggests a meeting time to Ramon.
460,"Subject: epxml.|||Rajeev: Folks (I do not know who is the owner of this), We are trying to clean up our GUI panels to get rid of all references to AML. Shoud we replace AML with EPXML or XML? If EPXML what is the correct spelling for it - EpXML or EPXML. Technical perspective: AvocadoIT XML is used to store the HTML templates. It is a proprietary XML just like anyother XML. Since their is a stigma attached to the ""proprietarty"" word should we just name it XML? or is EPXML okay? Thanks Rajeev|||Dan: Rajeev, Thank you for catching this. Also, I know that Amitabh has been using the ""EPXML"" term too. We have been trying to use ""epXML"" or ""EPXML"" but it's not sticking too well. In our tech presentations we just use ""XML"" for simplicity. So unless there is a marketing advantage to epXML then we could just use XML for simplicity and then talk about our propriety DTD as needed. Other comments ? Dan.|||Barry: As long as we can technically get away with it, I agree with Dan.  If we can say it is XML with our own DTD and the IT person across the table does not laugh at us, let's do it.|||Ron: XML seems to be the term used by all our competitors in their lit so... that only leaves open the question of our docs","Rajeev notifies the group that they are trying to remove references to AML from the GUI panels, and asks for input on whether it should be replaced with EPXML or XML.  Dan responds and debates the pros and cons of using EPXML versus XML, concluding that XML should probably be used since it is simpler.  Barry responds to indicate that he agrees with Dan.  Rom adds that XML is used by competitors.","Rajeev informs the group chat that they needs to get rid of references to AML via their panels. Dan confirms, and states that in technical presentations they use the term ""XML"" instead to simplify. Barry agrees, stating that as long as it works for IT they should use ""XML"" with their own DTD. Ron points out ""XML"" is what all of their competition uses in their lit."
461,"Subject: tentative: hp meeting to see mobile portal|||David: Can I use Dan for a meeting with HP's Mobile E-Commerce team Thu, 30 at 1:30.  They are very interested in the portal idea and would like to see it demoed. This group is interested in how we might partner to deliver a ""myHP.com"".  It will be here at AvocadoIT office. David|||Piyush: Definitely.. I need not be informed for things like this. Piyush|||Dan: Ok, sounds good. Maybe we should chat before the meeting about what HP is looking for in more detail so I can be better prepared for them. Thanx, Dan.|||Dan: David do you have any info/notes on myHP.com ?",David requests for Dan to come do a demo of his portal idea at a meeting with HP's Mobile E-Commerce team.  He explains that the team is interested in partnering for a project on myHP.com.  Piyush says Dan can definitely come.  Dan suggests that they talk before the meeting so that he can be prepared for HP.  Dan asks David if he has any information about myHP.com.,David asks Piyush if he can use Dan for a meeting with the E-commerce team at 1:30 at AvocadoIT Office. Piyush says yes. Dan says he is free and thinks it would be wise to know beforehand what HP is looking for. Dan follows up asking for information on myHP.com.
